x,y
59.32700061798096,288.53419494628906
62.91263198852539,287.6105194091797
64.24288749694824,284.35936737060547
61.02486038208008,282.5908203125
57.278024673461914,282.9398880004883
54.15072059631348,284.9965515136719
53.18761444091797,288.55847930908203
53.99979877471924,292.2602310180664
55.56567668914795,295.70831298828125
57.915955543518066,298.67572021484375
60.91828441619873,300.9833068847656
64.34757804870605,302.59559631347656
68.00664901733398,303.58949279785156
71.76873970031738,304.07330322265625
75.56198692321777,304.1431579589844
79.3466567993164,303.87232208251953
83.10015869140625,303.3151321411133
86.80863952636719,302.51038360595703
90.46271514892578,301.4861602783203
94.05496406555176,300.2623748779297
97.57859420776367,298.8530807495117
101.02658462524414,297.26766204833984
104.39098739624023,295.5117721557617
107.6620979309082,293.5877456665039
110.82820892333984,291.4955139160156
113.86636352539062,289.22196197509766
116.74238967895508,286.7462158203125
119.48318099975586,284.1211929321289
122.11377716064453,281.3855743408203
124.65253448486328,278.5644226074219
127.1137466430664,275.67529296875
129.5076904296875,272.7301559448242
131.84283447265625,269.73816680908203
134.1259765625,266.70630645751953
136.36271286010742,263.64002227783203
138.55719757080078,260.5433654785156
140.7133331298828,257.41986083984375
142.8341064453125,254.27225494384766
144.92242431640625,251.10301971435547
146.9803123474121,247.9139175415039
149.00965881347656,244.70659637451172
151.01210021972656,241.48240661621094
152.98904418945312,238.24251556396484
154.94164657592773,234.98788452148438
156.8709259033203,231.7193832397461
158.77770614624023,228.4376983642578
160.66261672973633,225.14337921142578
162.52618408203125,221.83699798583984
164.3687973022461,218.51885223388672
166.190673828125,215.1892852783203
167.99190521240234,211.84849166870117
169.77238845825195,208.49663162231445
171.53166580200195,205.1335334777832
173.26925659179688,201.75922012329102
174.98465728759766,198.37356567382812
176.6763916015625,194.97602081298828
178.3430061340332,191.56609344482422
179.98189163208008,188.14273071289062
181.58996963500977,184.7048110961914
183.16226196289062,181.2504119873047
184.69060897827148,177.77632904052734
186.1620216369629,174.27781295776367
185.75571060180664,175.9374008178711
184.4334945678711,179.49453353881836
182.93043899536133,182.9792709350586
181.27151489257812,186.39263153076172
179.4705467224121,189.7332420349121
177.53640365600586,192.99860763549805
175.47588348388672,196.18572998046875
173.29452514648438,199.2913818359375
170.9972381591797,202.31232452392578
168.58853149414062,205.2452049255371
166.0731201171875,208.0870704650879
163.45534133911133,210.83498001098633
160.73977279663086,213.48626708984375
157.93104934692383,216.03866577148438
155.0336570739746,218.4899444580078
152.05248260498047,220.83868408203125
148.99249267578125,223.0837173461914
145.8583221435547,225.22403717041016
142.65484619140625,227.25916290283203
139.3869857788086,229.1891860961914
136.05926132202148,231.01410675048828
132.67673110961914,232.73529815673828
129.2059555053711,234.2630386352539
125.59735870361328,235.43775177001953
121.93603897094727,236.43640899658203
118.2294692993164,237.25074768066406
114.48172950744629,237.84650421142578
110.70081901550293,238.16478729248047
106.90793228149414,238.10850524902344
103.16345977783203,237.51787567138672
99.63529777526855,236.14859008789062
96.71259689331055,233.7602310180664
94.86918830871582,230.46685028076172
94.14584732055664,226.75230407714844
94.23306846618652,222.9625701904297
94.85165596008301,219.21998596191406
